Entry	Gene Names
Q6CER4	YALI0_B13662g
Q6CES5	YALI0_B13376g
Q6CES8	YALI0_B13310g
Q6CET3	YALI0_B13156g
Q6CET4	YALI0_B13134g
Q6CET5	YALI0_B13112g
Q6CET8	YALI0_B13046g
Q6CEU4	YALI0_B12870g
Q6CEU7	YALI0_B12804g
Q6CEU8	SIP5 YALI0B12782g
Q6CEV2	SEC16 YALI0B12694g
Q6CEV5	EPL1 YALI0B12584g
Q6CEV9	YALI0_B12496g
Q6CEW0	YALI0_B12474g
Q6CEW1	YALI0_B12452g
Q6CEW9	MRD1 YALI0B12276g
Q6CEX2	YALI0_B12210g
Q6CEX3	YALI0_B12188g
Q6CEY0	YALI0_B11968g
Q6CEY4	YALI0_B11880g
Q6CEZ6	YALI0_B11572g
Q6CF02	ALG14 YALI0B11440g
Q6CF04	YALI0_B11396g
Q6CF05	YALI0_B11374g
Q6CF06	YALI0_B11352g
Q6CF17	YALI0_B11066g
Q6CF20	MRPL4 YALI0B11000g
Q6CF21	YALI0_B10978g
Q6CF23	YALI0_B10934g
Q6CF26	YALI0_B10846g
Q6CF28	YALI0_B10780g
Q6CF30	YALI0_B10736g
Q6CF31	YALI0_B10714g
Q6CF35	TRM6 YALI0B10582g
Q6CF36	YALI0_B10560g
Q6CF40	EAF7 YALI0B10472g
Q6CF41	FPR1 YALI0B10450g
Q6CF45	YALI0_B10362g
Q6CF47	YALI0_B10318g
Q6CF48	YALI0_B10296g
Q6CF49	COX23 YALI0B10274g
Q6CF51	YALI0_B10241g
Q6CF52	YALI0_B10219g
Q6CF53	YALI0_B10197g
Q6CF59	YALI0_B10065g
Q6CF61	YALI0_B10021g
Q6CF65	YALI0_B09889g
Q6CF69	RLP24 YALI0B09779g
Q6CF72	YALI0_B09713g
Q6CF74	YALI0_B09647g
Q6CF75	YALI0_B09625g
Q6CF76	YALI0_B09603g
Q6CF80	YALI0_B09515g
Q6CF88	YALI0_B09273g
Q6CF97	YALI0_B09009g
Q6CF99	YALI0_B08965g
Q6CFA0	YALI0_B08943g
Q6CFA1	YALI0_B08921g
Q6CFA5	YALI0_B08844g
Q6CFA8	YALI0_B08778g
Q6CFA9	YALI0_B08756g
Q6CFB4	YALI0_B08624g
Q6CFB6	YALI0_B08536g
Q6CFB7	YALI0_B08514g
Q6CFC5	YALI0_B08338g
Q6CFD4	AIM34 YALI0B08118g
Q6CFE7	REX3 YALI0B07689g
Q6CFF2	YALI0_B07579g
Q6CFF3	YALI0_B07557g
Q6CFF5	YALI0_B07513g
Q6CFF6	YALI0_B07447g
Q6CFF7	YALI0_B07425g
Q6CFG1	YALI0_B07293g
Q6CFG6	EFG1 YALI0B07161g
Q6CFH3	YALI0_B06963g
Q6CFH4	RKI1 YALI0B06941g
Q6CFH6	YALI0_B06897g
Q6CFI5	YALI0_B06710g
Q6CFI8	YALI0_B06600g
Q6CFJ0	FIS1 YALI0B06556g
Q6CFJ1	LSM8 YALI0_B06534g
Q6CFJ2	TOF1 YALI0B06512g
Q6CFJ6	YALI0_B06391g
Q6CFJ7	YALI0_B06369g
Q6CFK2	YALI0_B06248g
Q6CFK6	MRPS9 YALI0B06116g
Q6CFK9	YALI0_B06006g
Q6CFL2	YALI0_B05918g
Q6CFL8	YALI0_B05786g
Q6CFM1	YALI0_B05720g
Q6CFM6	YALI0_B05610g
Q6CFM7	YALI0_B05566g
Q6CFM9	YALI0_B05522g
Q6CFN0	YALI0_B05500g
Q6CFN9	YALI0_B05280g
Q6CFP1	YALI0_B05236g
Q6CFP4	YALI0_B05126g
Q6CFP5	YALI0_B05104g
Q6CFQ3	YALI0_B04862g
Q6CFQ4	YALI0_B04840g
Q6CFQ5	YALI0_B04774g
Q6CFR3	NAR1 YALI0B04532g
Q6CFS0	YALI0_B04378g
Q6CFS2	YALI0_B04334g
Q6CFS3	YALI0_B04312g
Q6CFS4	YALI0_B04290g
Q6CFS6	YALI0_B04246g
Q6CFS7	RPL44 YALI0B04224g
Q6CFS8	YALI0_B04202g
Q6CFT0	YALI0_B04158g
Q6CFT6	YALI0_B04026g
Q6CFT8	YALI0_B03960g
Q6CFU0	YALI0_B03916g
Q6CFU2	RRP36 YALI0B03784g
Q6CFU5	ROT1 YALI0B03652g
Q6CFU6	YALI0_B03630g
Q6CFU7	YALI0_B03564g
Q6CFV0	YALI0_B03498g
Q6CFV1	YALI0_B03476g
Q6CFV2	SHE3 YALI0_B03410g
Q6CFV3	ASA1 YALI0B03388g
Q6CFV5	YALI0_B03344g
Q6CFV6	YALI0_B03322g
Q6CFW4	SYF2 YALI0B03036g
Q6CFW6	PAM17 YALI0B02992g
Q6CFW7	YALI0_B02970g
Q6CFX0	YALI0_B02860g
Q6CFX2	YALI0_B02838g
Q6CFX7	YALI0_B02728g
Q6CFX9	YALI0_B02684g
Q6CFY2	YALI0_B02574g
Q6CFY3	YALI0_B02552g
Q6CFZ0	YALI0_B02332g
Q6CFZ3	YALI0_B02266g
Q6CFZ7	YALI0_B02178g
Q6CG02	MED8 YALI0B02068g
Q6CG06	YALI0_B01980g
Q6CG09	YALI0_B01870g
Q6CG23	YALI0_B01540g
Q6CG24	YALI0_B01474g
Q6CG27	YALI0_B01408g
Q6CG28	YALI0_B01386g
Q6CG29	YALI0_B01364g
Q6CG30	YALI0_B01342g
Q6CG32	YALI0_B01298g
Q6CG37	COS111 YALI0B01166g
Q6CG40	YALI0_B01078g
Q6CG42	YALI0_B01034g
Q6CG44	YALI0_B00990g
Q6CG49	YALI0_B00880g
Q6CG53	N7BM YALI0B00792g
Q6CG56	DYS1 YALI0B00726g
Q6CG59	YALI0_B00660g
Q6CG60	YALI0_B00638g
Q6CG61	YALI0_B00616g
Q6CG68	YALI0_B00418g
Q6CG69	YALI0_B00396g
Q6CG70	YALI0_B00374g
Q6CG71	YALI0_B00308g
Q6CG74	YALI0_B00220g
Q6CG77	YALI0_B00132g
Q6CG92	YALI0_A21153g
Q6CGA2	YALI0_A20944g
Q6CGA3	YALI0_A20922g
Q6CGB0	YALI0_A20768g
Q6CGB2	IWS1 YALI0A20724g
Q6CGB7	YALI0_A20614g
Q6CGB8	YALI0_A20592g
Q6CGB9	YALI0_A20570g
Q6CGC2	YALI0_A20518g
Q6CGC4	YALI0_A20482g
Q6CGC6	YALI0_A20438g
Q6CGC9	YALI0_A20372g
Q6CGD3	CPD1 YALI0A20295g
Q6CGD4	YALI0_A20273g
Q6CGD8	YALI0_A20152g
Q6CGE0	YALI0_A20108g
Q6CGE1	PPE1 YALI0A20086g
Q6CGF5	YALI0_A19778g
Q6CGF8	YALI0_A19712g
Q6CGG8	YALI0_A19492g
Q6CGG9	YALI0_A19470g
Q6CGH1	YALI0_A19426g
Q6CGH6	YALI0_A19228g
Q6CGH9	YALI0_A19162g
Q6CGI4	YALI0_A19052g
Q6CGI7	YALI0_A18986g
Q6CGJ1	YALI0_A18898g
Q6CGJ3	YALI0_A18810g
Q6CGJ5	BRO1 YALI0A18766g
Q6CGJ6	YALI0_A18744g
Q6CGK0	YALI0_A18656g
Q6CGK3	YALI0_A18590g
Q6CGL5	YALI0_A18315g
Q6CGM0	RPS0 YALI0A18205g
Q6CGM4	YALI0_A18062g
Q6CGM7	YALI0_A18007g
Q6CGN0	YALI0_A17941g
Q6CGN1	YALI0_A17919g
Q6CGP1	YALI0_A17600g
Q6CGP5	YALI0_A17512g
Q6CGP6	YALI0_A17490g
Q6CGP7	YALI0_A17468g
Q6CGP9	PFS2 YALI0A17424g
Q6CGQ2	YALI0_A17336g
Q6CGQ3	YALI0_A17314g
Q6CGQ4	YALI0_A17292g
Q6CGR6	YALI0_A16863g
Q6CGR8	YALI0_A16819g
Q6CGS0	LSM1 YALI0_A16775g
Q6CGS5	YALI0_A16610g
Q6CGS6	YALI0_A16588g
Q6CGT0	YALI0_A16489g
Q6CGT2	YALI0_A16445g
Q6CGT5	YALI0_A16379g
Q6CGT7	YALI0_A16291g
Q6CGU7	YALI0_A16082g
Q6CGU8	MCH1 YALI0A16060g
Q6CGV4	SPC25 YALI0A15884g
Q6CGV5	YALI0_A15796g
Q6CGX5	YALI0_A15147g
Q6CGY9	YALI0_A14806g
Q6CGZ4	YALI0_A14707g
Q6CGZ7	YALI0_A14630g
Q6CH23	YALI0_A13519g
Q6CH25	YALI0_A13387g
Q6CH35	YALI0_A13057g
Q6CH38	YALI0_A12969g
Q6CH42	YALI0_A12705g
Q6CH43	YALI0_A12683g
Q6CH61	YALI0_A12067g
Q6CH62	YALI0_A12045g
Q6CH63	STS1 YALI0A12023g
Q6CH64	YALI0_A12001g
Q6CH71	YALI0_A11781g
Q6CH80	YALI0_A11517g
Q6CH93	YALI0_A11099g
Q6CH98	YALI0_A10945g
Q6CHA2	RRF1 YALI0A10813g
Q6CHA6	YALI0_A10725g
Q6CHB0	YALI0_A10637g
Q6CHB4	YALI0_A10549g
Q6CHC0	YALI0_A10362g
Q6CHC2	YALI0_A10310g
Q6CHC3	YALI0_A10296g
Q6CHC5	YALI0_A10252g
Q6CHC6	YALI0_A10230g
Q6CHD2	YALI0_A10098g
Q6CHD4	YALI0_A10032g
Q6CHD9	YALI0_A09878g
Q6CHE0	YALI0_A09856g
Q6CHE2	YALI0_A09812g
Q6CHE4	PSF1 YALI0A09746g
Q6CHE7	YALI0_A09680g
Q6CHF1	YALI0_A09592g
Q6CHF9	YALI0_A09427g
Q6CHH9	YALI0_A08646g
Q6CHI8	YALI0_A08360g
Q6CHJ6	YALI0_A08151g
Q6CHJ8	RTT106 YALI0A08107g
Q6CHK1	YALI0_A08041g
Q6CHK8	MZM1 YALI0A07799g
Q6CHM5	YALI0_A07142g
Q6CHM8	YALI0_A07084g
Q6CHN5	POA1 YALI0A06908g
Q6CHP5	YALI0A06699g
Q6CHP7	YALI0_A06655g
Q6CHQ0	YALI0_A06589g
Q6CHQ1	YALI0_A06523g
Q6CHQ9	YALI0_A06105g
Q6CHR4	YALI0_A05995g
Q6CHS6	DPB4 YALI0A05401g
Q6CHS8	YALI0_A05357g
Q6CHT5	YALI0_A05181g
Q6CHT7	COA3 YALI0A05137g
Q6CHU3	YALI0_A04939g
Q6CHU4	YALI0_A04917g
Q6CHU5	NPC2 YALI0A04895g
Q6CHU8	YALI0_A04741g
Q6CHV0	YALI0_A04697g
Q6CHW0	YALI0_A04345g
Q6CHX0	YALI0_A03905g
Q6CHX2	YALI0_A03861g
Q6CHX3	YALI0_A03839g
Q6CHY1	YALI0_A03597g
Q6CHY2	YALI0_A03575g
Q6CHY3	YALI0_A03553g
Q6CI00	YALI0_A02959g
Q6CI01	YALI0_A02937g
Q6CI02	YALI0_A02915g
Q6CI04	YALI0_A02871g
Q6CI14	YALI0_A02563g
Q6CI24	YALI0_A02354g
Q6CI26	YALI0_A02310g
Q6CI34	YALI0_A02134g
Q6CI35	YALI0_A02112g
Q6CI37	YALI0_A02068g
Q6CI40	YALI0_A02002g
Q6CI44	YALI0_A01870g
Q6CI48	YALI0_A01760g
Q6CI49	YALI0_A01738g
Q6CI53	YALI0_A01562g
Q6CI64	YALI0_A01331g
Q6CI77	YALI0_A00913g
Q6CI78	YALI0_A00891g
Q6CI81	YALI0_A00825g
Q6CI87	YALI0_A00638g
Q6CI88	YALI0_A00616g
Q6CI93	YALI0_A00506g
Q6CI99	YALI0_A00352g
Q6CIA2	YALI0_A00264g
Q707Y0	MATB2 YlMATB2 YALI0C07458g
Q8TFK3	GSP1 YALI0F04730g
Q8WZL4	RIM20 YALI0D20130g
Q8WZL6	MED4 YALI0F01144g
Q96VC9	LIP3 YALI0B08030g
Q99156	LIP1 YALI0E10659g
Q99160	HOY1 YALI0A18469g
Q9B6C9	cob
Q9B6D8	COX3
Q9B6E2	cox1
Q9B6E3	cox1
Q9B6E4	cox1
Q9B6E5	cox1
Q9B6E6	cox1
Q9HFC7	SBH1 YALI0F08481g
Q9HFD0	MTP3 YALI0C18475g
Q9UVF3	ACT1 YALI0D08272g
Q9UVF5	RIM8 PAL3 YALI0D19162g
Q9UVF6	RIM21 PAL2 YALI0F12397g
W0TYM1	YALI0_E06519g
W0TYM4	YALI0_E22847g
W0TYM5	YALI0_E11355g
W0TYM7	YALI0_E33693g
W0TYN3	YALI0_D22770g
W0TYN9	YALI0_B10824g
W0TYP0	YALI0_B07183g
W0TYP2	YALI0_B11154g
W0TYP3	YALI0_B12122g
W0TYP6	YALI0_B03146g
W0TYP7	YALI0_B05148g
W0TYP8	YALI0_B09295g
W0TYQ0	YALI0_B15722g
W0TYQ1	YALI0_A06215g
W0TYQ2	YALI0_A14839g
W0TYQ3	YALI0_A01602g
B5FVA7	YALI0_B23111g
B5FVA9	YALI0_B02409g
B5FVB2	YALI0_B06105g
B5FVB4	YALI0_B17061g
B5FVB6	YALI0_B18298g
B5FVB9	YALI0_B22125g
B5FVC0	YALI0_C00550g
B5FVC1	YALI0_C05500g
B5FVC2	YALI0_C06853g
B5FVC3	YALI0_C10135g
B5FVC4	YALI0_C15230g
B5FVC5	YALI0_C15237g
B5FVC6	YALI0_C15323g
B5FVC7	YALI0_C15345g
B5FVD0	YALI0_C19096g
B5FVD1	YALI0_C20060g
B5FVD2	YALI0_C20066g
B5FVD3	YALI0_C21789g
B5FVD4	YALI0_C22394g
B5FVD5	YALI0_C22719g
B5FVD6	YALI0_C23379g
B5FVD8	YALI0_D04884g
B5FVD9	YALI0_D05676g
B5FVE2	YALI0_D07535g
B5FVE4	YALI0_D09333g
B5FVE5	YALI0_D10274g
B5FVE8	YALI0_D21593g
B5FVE9	YALI0_D23386g
B5FVF0	YALI0_D24849g
B5FVF1	YALI0_E23185g
B5FVF2	YALI0_E23192g
B5FVF3	YALI0_E23749g
B5FVF4	YALI0_E23793g
B5FVF5	YALI0_E26686g
B5FVF6	YALI0_E27616g
B5FVF7	YALI0_E28259g
B5FVF9	YALI0_E30602g
B5FVG0	YALI0_E31280g
B5FVG1	YALI0_E31766g
B5FVG2	YALI0_E31772g
B5FVG4	YALI0_E32208g
B5FVG5	YALI0_E32494g
B5FVG7	YALI0_E34540g
B5FVG9	YALI0_E02343g
B5FVH2	YALI0_E08085g
B5FVH3	YALI0_E08387g
B5FVH4	YALI0_E08392g
B5FVH5	YALI0_E11330g
B5FVH6	YALI0_E12276g
B5FVH7	YALI0_E12628g
B5FVH9	YALI0_E15136g
B5FVI1	YALI0_E21472g
B5RSJ5	YALI0_A01452g
B5RSJ8	YALI0_A09438g
B5RSJ9	YALI0_A09845g
B5RSK1	YALI0_A15433g
B5RSK2	YALI0_A16868g
B5RSK3	YALI0_A17946g
B5RSK4	YALI0_A20867g
B5RSK5	YALI0_F02046g
B5RSK6	YALI0_F03630g
B5RSK7	YALI0_F04114g
B5RSK8	YALI0_F04543g
B5RSK9	YALI0_F06061g
B5RSL0	YALI0_F06259g
B5RSL1	YALI0_F06826g
B5RSL2	YALI0_F11616g
B5RSL3	YALI0_F13068g
B5RSL4	YALI0_F13079g
B5RSL6	YALI0_F17897g
B5RSL8	YALI0_F18403g
B5RSL9	YALI0_F21373g
B5RSM0	YALI0_F21494g
B5RSM3	YALI0_F29678g
B5RSM4	YALI0_F30004g
B5RSM5	YALI0_F30011g
B5RSM7	YALI0_F31020g
B5RSM8	YALI0_F31548g
F2Z5W7	YALI0_B13838g
F2Z5Y0	YALI0_B21582g
F2Z5Y1	YALI0_C05665g
F2Z5Z1	YALI0_D04026g
F2Z5Z7	YALI0_B09361g
F2Z619	YALI0_F00924g
F2Z623	YALI0_B01848g
F2Z624	YALI0_A09449g
F2Z626	YALI0_F17248g
F2Z645	YALI0_A09196g
F2Z651	YALI0_D25080g
F2Z653	YALI0_A08998g
F2Z673	YALI0_E29095g
F2Z685	YALI0_A20350g
F2Z693	YALI0_E18788g
F2Z6A4	YALI0_A15488g
F2Z6B7	YALI0_E14388g1
F2Z6B8	YALI0_C07480g
F2Z6C0	YALI0_D00737g
F2Z6C7	YALI0_F07260g
F2Z6D3	YALI0_B22660g
F2Z6D7	YALI0_F02123g
F2Z6D8	YALI0_E02640g
F2Z6D9	YALI0_A09383g
F2Z6F1	YALI0_D05467g
F2Z6F8	YALI0_B14377g
F2Z6G8	YALI0_A09471g
F2Z6H3	YALI0_B13816g
F2Z6I0	YALI0_D11858g
F2Z6I5	YALI0_E15378g
F2Z6J3	YALI0_F01320g
F7UI83	var1
P0C8L8	YALI0A18139g
P41927	MTP1 YALI0A02416g
P41928	MTP2 YALI0A02423g
Q6BZN9	YALI0_F32175g
Q6BZP0	YALI0_F32153g
Q6BZP1	YALI0_F32131g
Q6BZP2	YALI0_F32065g
Q6BZP3	YALI0_F32043g
Q6BZP4	YALI0_F32021g
Q6BZP8	YALI0_F31933g
Q6BZQ1	YALI0_F31867g
Q6BZQ4	YALI0_F31713g
Q6BZQ7	YALI0_F31647g
Q6BZQ8	YALI0_F31625g
Q6BZR0	YALI0_F31581g
Q6BZR1	YALI0_F31559g
Q6BZR2	YALI0_F31537g
Q6BZR3	YALI0_F31515g
Q6BZR6	YALI0_F31449g
Q6BZR7	YALI0_F31427g
Q6BZR8	YALI0_F31405g
Q6BZS0	YALI0_F31361g
Q6BZS1	YALI0_F31339g
Q6BZS3	YALI0_F31295g
Q6BZS4	YALI0_F31273g
Q6BZS5	YALI0_F31251g
Q6BZS7	YALI0_F31207g
Q6BZS8	YALI0_F31185g
Q6BZT2	YALI0_F31097g
Q6BZT4	YALI0_F31053g
Q6BZT8	YALI0_F30965g
Q6BZT9	YALI0_F30943g
Q6BZU0	YALI0_F30921g
Q6BZU1	YALI0_F30899g
Q6BZU3	YALI0_F30855g
Q6BZU4	YALI0_F30833g
Q6BZU5	YALI0_F30811g
Q6BZU6	YALI0_F30789g
Q6BZU9	YALI0_F30723g
Q6BZV2	YALI0_F30657g
Q6BZV3	YALI0_F30635g
Q6BZV4	YALI0_F30613g
Q6BZV5	YALI0_F30591g
Q6BZV6	YALI0_F30569g
Q6BZV7	YALI0_F30547g
Q6BZV9	YALI0_F30503g
Q6BZW1	YALI0_F30459g
Q6BZW2	YALI0_F30437g
Q6BZW5	YALI0_F30371g
Q6BZW7	YALI0_F30327g
Q6BZX1	YALI0_F30239g
Q6BZX3	YALI0_F30195g
Q6BZX7	YALI0_F30107g
Q6BZY2	YALI0_F29997g
Q6BZY3	YALI0_F29975g
Q6BZY5	YALI0_F29909g
Q6BZY6	YALI0_F29887g
Q6BZY7	YALI0_F29865g
Q6BZY9	YALI0_F29821g
Q6BZZ0	YALI0_F29711g
Q6BZZ2	YALI0_F29667g
Q6BZZ3	YALI0_F29645g
Q6BZZ4	YALI0_F29623g
Q6BZZ5	YALI0_F29513g
Q6BZZ7	YALI0_F29381g
Q6BZZ8	YALI0_F29359g
Q6C000	YALI0_F29249g
Q6C001	YALI0_F29227g
Q6C003	YALI0_F29183g
Q6C004	YALI0_F29161g
Q6C005	YALI0_F29139g
Q6C006	YALI0_F29095g
Q6C010	YALI0_F28699g
Q6C011	YALI0_F28677g
Q6C013	YALI0_F28633g
Q6C014	YALI0_F28611g
Q6C015	YALI0_F28589g
Q6C016	YALI0_F28567g
Q6C017	YALI0_F28545g
Q6C020	YALI0_F28479g
Q6C025	YALI0_F28369g
Q6C026	YALI0_F28347g
Q6C027	YALI0_F28325g
Q6C028	YALI0_F28303g
Q6C031	YALI0_F28193g
Q6C032	YALI0_F28171g
Q6C033	YALI0_F28149g
Q6C034	YALI0_F28127g
Q6C035	YALI0_F28105g
Q6C040	YALI0_F27995g
Q6C042	YALI0_F27951g
Q6C043	YALI0_F27929g
Q6C045	YALI0_F27885g
Q6C047	YALI0_F27841g
Q6C049	YALI0_F27797g
Q6C051	YALI0_F27753g
Q6C052	YALI0_F27731g
Q6C053	YALI0_F27709g
Q6C054	YALI0_F27687g
Q6C057	YALI0_F27621g
Q6C058	YALI0_F27599g
Q6C059	YALI0_F27577g
Q6C063	YALI0_F27489g
Q6C064	YALI0_F27467g
Q6C065	YALI0_F27445g
Q6C066	YALI0_F27423g
Q6C067	YALI0_F27401g
Q6C068	YALI0_F27379g
Q6C072	YALI0_F27291g
Q6C073	YALI0_F27269g
Q6C076	YALI0_F27203g
Q6C077	YALI0_F27181g
Q6C083	YALI0_F27005g
Q6C084	YALI0_F26983g
Q6C085	YALI0_F26961g
Q6C086	YALI0_F26917g
Q6C087	YALI0_F26895g
Q6C090	YALI0_F26785g
Q6C091	YALI0_F26763g
Q6C094	YALI0_F26675g
Q6C096	YALI0_F26631g
Q6C099	YALI0_F26565g
Q6C0A0	YALI0_F26543g
Q6C0A3	YALI0_F26477g
Q6C0A5	YALI0_F26433g
Q6C0A6	YALI0_F26411g
Q6C0A7	YALI0_F26389g
Q6C0A8	YALI0_F26367g
Q6C0A9	YALI0_F26345g
Q6C0B0	YALI0_F26323g
Q6C0B2	YALI0_F26279g
Q6C0B3	YALI0_F26213g
Q6C0B7	YALI0_F26125g
Q6C0B8	YALI0_F26103g
Q6C0B9	YALI0_F26081g
Q6C0C0	YALI0_F26059g
Q6C0C1	YALI0_F26037g
Q6C0C2	YALI0_F26015g
Q6C0C3	YALI0_F25993g
Q6C0C6	YALI0_F25861g
Q6C0C9	YALI0_F25795g
Q6C0D0	YALI0_F25773g
Q6C0D1	YALI0_F25751g
Q6C0D3	YALI0_F25707g
Q6C0D4	YALI0_F25685g
Q6C0D5	YALI0_F25663g
Q6C0D6	YALI0_F25641g
Q6C0D7	YALI0_F25619g
Q6C0D8	YALI0_F25597g
Q6C0D9	YALI0_F25575g
Q6C0E1	YALI0_F25531g
Q6C0E3	YALI0_F25487g
Q6C0E4	YALI0_F25465g
Q6C0E5	YALI0_F25443g
Q6C0E7	YALI0_F25399g
Q6C0F0	YALI0_F25267g
Q6C0F1	YALI0_F25245g
Q6C0F3	YALI0_F25201g
Q6C0F4	YALI0_F25179g
Q6C0F5	YALI0_F25157g
Q6C0F7	YALI0_F25113g
Q6C0G1	YALI0_F25025g
Q6C0G2	YALI0_F25003g
Q6C0G4	YALI0_F24959g
Q6C0G5	YALI0_F24937g
Q6C0G8	YALI0_F24871g
Q6C0H0	YALI0_F24761g
Q6C0H1	YALI0_F24739g
Q6C0H2	YALI0_F24717g
Q6C0H6	YALI0_F24585g
Q6C0H8	YALI0_F24541g
Q6C0H9	YALI0_F24519g
Q6C0I3	YALI0_F24431g
Q6C0I4	YALI0_F24409g
Q6C0I6	YALI0_F24365g
Q6C0I7	YALI0_F24343g
Q6C0J0	YALI0_F24277g
Q6C0J2	YALI0_F24189g
Q6C0J3	YALI0_F24167g
Q6C0J4	YALI0_F24145g
Q6C0J5	YALI0_F24123g
Q6C0J6	YALI0_F24101g
Q6C0J7	YALI0_F24072g
Q6C0J8	YALI0_F24057g
Q6C0J9	YALI0_F24035g
Q6C0K2	YALI0_F23969g
Q6C0K5	YALI0_F23903g
Q6C0K6	YALI0_F23881g
Q6C0K7	YALI0_F23859g
Q6C0K8	YALI0_F23837g
Q6C0L1	YALI0_F23749g
Q6C0L3	YALI0_F23705g
Q6C0L4	YALI0_F23683g
Q6C0L5	YALI0_F23661g
Q6C0L8	YALI0_F23573g
Q6C0L9	YALI0_F23551g
Q6C0M0	YALI0_F23529g
Q6C0M8	YALI0_F23353g
Q6C0N1	YALI0_F23265g
Q6C0N4	YALI0_F23199g
Q6C0N6	YALI0_F23133g
Q6C0N8	YALI0_F23089g
Q6C0N9	YALI0_F23067g
Q6C0P0	YALI0_F23045g
Q6C0P1	YALI0_F23023g
Q6C0P2	YALI0_F22957g
Q6C0P4	YALI0_F22847g
Q6C0P5	YALI0_F22825g
Q6C0P6	YALI0_F22803g
Q6C0P8	YALI0_F22759g
Q6C0Q0	YALI0_F22715g
Q6C0Q1	YALI0_F22693g
Q6C0Q3	YALI0_F22649g
Q6C0Q4	YALI0_F22627g
Q6C0Q6	YALI0_F22583g
Q6C0Q7	YALI0_F22561g
Q6C0Q9	YALI0_F22517g
Q6C0R1	YALI0_F22473g
Q6C0R2	YALI0_F22451g
Q6C0R3	YALI0_F22429g
Q6C0R4	YALI0_F22421g
Q6C0R7	YALI0_F22341g
Q6C0R8	YALI0_F22319g
Q6C0R9	YALI0_F22297g
Q6C0S0	YALI0_F22231g
Q6C0S1	YALI0_F22209g
Q6C0S2	YALI0_F22187g
Q6C0S3	YALI0_F22165g
Q6C0S5	YALI0_F22121g
Q6C0S6	YALI0_F22099g
Q6C0S7	YALI0_F22077g
Q6C0S9	YALI0_F22033g
Q6C0T0	YALI0_F22011g
Q6C0T1	YALI0_F21989g
Q6C0T4	YALI0_F21923g
Q6C0T8	YALI0_F21835g
Q6C0T9	YALI0_F21813g
Q6C0U4	YALI0_F21703g
Q6C0U5	YALI0_F21681g
Q6C0U7	YALI0_F21637g
Q6C0U9	YALI0_F21549g
Q6C0V2	YALI0_F21483g
Q6C0V3	YALI0_F21428g
Q6C0V5	YALI0_F21384g
Q6C0V6	YALI0_F21362g
Q6C0V9	YALI0_F21307g
Q6C0W0	YALI0_F21285g
Q6C0W2	YALI0_F21241g
Q6C0W4	YALI0_F21197g
Q6C0W5	YALI0_F21175g
Q6C0W8	YALI0_F21109g
Q6C0W9	YALI0_F21087g
Q6C0X4	YALI0_F20988g
Q6C0X5	YALI0_F20966g
Q6C0X6	YALI0_F20944g
Q6C0X7	YALI0_F20922g
Q6C0Y1	YALI0_F20834g
Q6C0Y2	YALI0_F20812g
Q6C0Y6	YALI0_F20724g
Q6C0Y8	YALI0_F20680g
Q6C0Z1	YALI0_F20614g
Q6C0Z2	YALI0_F20592g
Q6C0Z4	YALI0_F20548g
Q6C0Z5	YALI0_F20526g
Q6C0Z7	YALI0_F20482g
Q6C0Z8	YALI0_F20460g
Q6C0Z9	YALI0_F20438g
Q6C102	YALI0_F20372g
Q6C106	YALI0_F20284g
Q6C112	YALI0_F20152g
Q6C113	YALI0_F20130g
Q6C115	YALI0_F20086g
Q6C118	YALI0_F19998g
Q6C121	YALI0_F19888g
Q6C122	YALI0_F19866g
Q6C123	YALI0_F19844g
Q6C124	YALI0_F19822g
Q6C125	YALI0_F19800g
Q6C127	YALI0_F19756g
Q6C128	YALI0_F19734g
Q6C130	YALI0_F19690g
Q6C131	YALI0_F19668g
Q6C132	YALI0_F19646g
Q6C133	YALI0_F19624g
Q6C135	YALI0_F19580g
Q6C137	YALI0_F19536g
Q6C138	YALI0_F19514g
Q6C139	YALI0_F19492g
Q6C144	YALI0_F19382g
Q6C147	YALI0_F19316g
Q6C151	YALI0_F19206g
Q6C152	YALI0_F19184g
Q6C153	YALI0_F19162g
Q6C154	YALI0_F19140g
Q6C155	YALI0_F19118g
Q6C156	YALI0_F19096g
Q6C159	YALI0_F19030g
Q6C162	YALI0_F18920g
Q6C163	YALI0_F18898g
Q6C164	YALI0_F18876g
Q6C165	YALI0_F18854g
Q6C166	YALI0_F18832g
Q6C167	YALI0_F18810g
Q6C170	YALI0_F18744g
Q6C173	YALI0_F18678g
Q6C174	YALI0_F18656g
Q6C176	YALI0_F18612g
Q6C177	YALI0_F18590g
Q6C178	YALI0_F18568g
Q6C179	YALI0_F18546g
Q6C183	YALI0_F18458g
Q6C184	YALI0_F18436g
Q6C185	YALI0_F18414g
Q6C189	YALI0_F18326g
Q6C190	YALI0_F18304g
Q6C191	YALI0_F18282g
Q6C192	YALI0_F18260g
Q6C194	YALI0_F18216g
Q6C196	YALI0_F18172g
Q6C197	YALI0_F18150g
Q6C198	YALI0_F18128g
Q6C199	YALI0_F18106g
Q6C1A2	YALI0_F18018g
Q6C1A5	YALI0_F17908g
Q6C1A7	YALI0_F17864g
Q6C1B0	YALI0_F17798g
Q6C1B2	YALI0_F17754g
Q6C1B3	YALI0_F17732g
Q6C1B9	YALI0_F17600g
Q6C1C0	YALI0_F17578g
Q6C1C1	YALI0_F17556g
